Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,MATRIZ,COAC,CALLE SUCRE 310 Y GOLERO,"CALLE SUCRE 310 Y GOLERO, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,IBARRA,COAC,BARRIO CENTRO VELASCO 7-16 Y BOLIVAR,"BARRIO CENTRO VELASCO 7-16 Y BOLIVAR, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,EL ANGEL,COAC,BARRIO CENTRO SALINAS 05-90 Y SUCRE,"BARRIO CENTRO SALINAS 05-90 Y SUCRE, IBARRA",EC,IMBABURA,-121.6555013,36.6777372
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,MUTUALISTA IMBABURA,MUTUALISTA IMBABURA,Matriz Ibarra,MUTUALISTA,Oviedo 7-29 y Bolivar,"Oviedo 7-29 y Bolivar, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC ACCION IMBABURAPAK CAR IMBABURA,COAC ACCION IMBABURAPAK CAR IMBABURA,IBARRA MERCA,COAC,SANCHEZ OFUENTES 14-16 Y OBISPO MOSQUERA,"SANCHEZ OFUENTES 14-16 Y OBISPO MOSQUERA, IBARRA",EC,IMBABURA,-78.1187496,0.345156
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,REPORNE,REPORNE,Car Interandina Ibarra,CNB,Obispo Mosuera 713 y Calixto Miranda a 1 cuadra del mercado amazonas,"Obispo Mosuera 713 y Calixto Miranda a 1 cuadra del mercado amazonas, IBARRA",EC,IMBABURA,-78.1200645,0.3453195
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00093  OBELISCO,BANCA PRIVADA,EUGENIO ESPEJO  Y JUAN DE VELASCO,"EUGENIO ESPEJO  Y JUAN DE VELASCO, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00073  IBARRA,BANCA PRIVADA,"PLAZA SHOPPING CENTER,AV.MARIANO ACOSTA 2147 Y VIC","PLAZA SHOPPING CENTER,AV.MARIANO ACOSTA 2147 Y VIC, IBARRA",EC,IMBABURA,-78.1354419,0.3452542000000001
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,00981  PLAZA IBARRA,BANCA PRIVADA,CC LA PLAZA SHOPPING CENTER AV   MARIANO ACOSTA 21  47 Y V GOM,"CC LA PLAZA SHOPPING CENTER AV   MARIANO ACOSTA 21  47 Y V GOM, IBARRA",EC,IMBABURA,-78.1354419,0.3452542000000001
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,00980  IBARRA,BANCA PRIVADA,PEDRO MONCAYO 754 Y OLMEDO,"PEDRO MONCAYO 754 Y OLMEDO, IBARRA",EC,IMBABURA,-78.1202169,0.3493548
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00095 CAMAL 2,BANCA PRIVADA,AV  GUALBERTO PEREZ,"AV  GUALBERTO PEREZ, IBARRA",EC,IMBABURA,-78.5179153,-0.2479187
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00002 SUC IBARRA,BANCA PRIVADA,BOLIVAR Y OBISPO MOSQUERA,"BOLIVAR Y OBISPO MOSQUERA, IBARRA",EC,IMBABURA,-78.119241,0.3452555
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00234 AG IBARRA BCM,BANCA PRIVADA,OLMEDO 1154 Y P?REZ GUERRERO,"OLMEDO 1154 Y P?REZ GUERRERO, IBARRA",EC,IMBABURA,-78.119906,0.3467886
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00118 PEDRO MONCAYO,BANCA PRIVADA,JAIME RIVADENEIRA 648 Y AV MARIANO ACOSTA,"JAIME RIVADENEIRA 648 Y AV MARIANO ACOSTA, IBARRA",EC,IMBABURA,-78.1230576,0.3492552
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00289 LA PLAZA,BANCA PRIVADA,AV MARIANO ACOSTA S/N Y GOMEZ JURADO CC LA PLAZA,"AV MARIANO ACOSTA S/N Y GOMEZ JURADO CC LA PLAZA, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,0001 ATAHUALPA IBARRA,BANCA PRIVADA,BOLIVAR Y OBISPO MOSQUERA,"BOLIVAR Y OBISPO MOSQUERA, IBARRA",EC,IMBABURA,-78.119241,0.3452555
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,OTUNA GANGULA ROSA MARILU,BOTIQUIN SAN JOSE,CNB,GONZALES SUARES Y JUAN DE SALINAS - SALI,"GONZALES SUARES Y JUAN DE SALINAS - SALI, IBARRA",EC,IMBABURA,-78.1157411,0.3436783
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,SANTOS CHALA BOLIVIO IBEN,ABASTOS SC,CNB,FRANCISCO JAVIER Y JAIME ROLDOS - CHALGU,"FRANCISCO JAVIER Y JAIME ROLDOS - CHALGU, IBARRA",EC,IMBABURA,-78.12323119999999,0.360038
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BOLANOS CALDERON FERNANDA GABRIELA,FER BOUTIQUE,CNB,FLORES Y PARQUE 24 DE MAYO,"FLORES Y PARQUE 24 DE MAYO, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,PALLO CHANGO CARLOS ARMANDO,KEVINNET,CNB,DE LOS HEMISFERIOS S1-28 AVENIDA EQUI,"DE LOS HEMISFERIOS S1-28 AVENIDA EQUI, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BARRERA VASQUEZ JENNIFER VERONICA,B&V BARRERA VASQUEZ,CNB,10 DE AGOSTO 11-65 GONZÁLEZ SUÁREZ,"10 DE AGOSTO 11-65 GONZÁLEZ SUÁREZ, IBARRA",EC,IMBABURA,-78.11924739999999,0.3501444
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,OTAVALO LEMA SAUL,COMERCIALIZADORA OTAVALITO,CNB,VIA AL HOSTAL HAYAHUMA BARRIO ATAHUALPA-,"VIA AL HOSTAL HAYAHUMA BARRIO ATAHUALPA-, OTAVALO",EC,IMBABURA,-78.24637469999999,0.2469217
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,CABASCANGO GUAJAN LUIS ALBERTO,PAPELERIA OTAVALITO,CNB,BARRIO CENTRAL FRENTE AL ESTADIO PEGUCHE,"BARRIO CENTRAL FRENTE AL ESTADIO PEGUCHE, OTAVALO",EC,IMBABURA,NA,NA
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,INTRIAGO GRIJALVA ALEJANDRO JOEL,MINIMARKET,CNB,PANA NORTE KM 2 1/2 A2P576 PARTIDE,"PANA NORTE KM 2 1/2 A2P576 PARTIDE, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS,BANRED,BANCO PICHINCHA,MORAN DE LA TORRE MARTHA CRISTINA,CNB VIVERES CRIS,CNB,RUKO NAN ESQUINA,"RUKO NAN ESQUINA, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,CASTANEDA CACHIMUEL LUIS HUMBERTO,MULTITODO ESPEJO,CNB,ENRIQUEZ GARCES Y PANAMERICANA - ESPEJO,"ENRIQUEZ GARCES Y PANAMERICANA - ESPEJO, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,CHICAIZA CACUANGO MIGUEL ANGEL,ABASTOS E INTERNET EL TOPO,CNB,CAMINO PRINCIPAL COMUNIDAD EL TOPO FRENT,"CAMINO PRINCIPAL COMUNIDAD EL TOPO FRENT, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,TROYA VALENCIA SELENE KATIUSKA,DATABIT,CNB,SUCRE Y ABDON CALDERON - SAN PABLO,"SUCRE Y ABDON CALDERON - SAN PABLO, OTAVALO",EC,IMBABURA,-78.2634972,0.2269717
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,PERACHIMBA MENDEZ MARLON ALEXANDER,TIENDA DE ABARROTES,CNB,GRAN COLOMBIA SN SN,"GRAN COLOMBIA SN SN, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO PICHINCHA,REVELO GUERRERO CARLOS FEDERMAN,CNB VIVERES REVELO,CNB,MANUEL DIAZ,"MANUEL DIAZ, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO PICHINCHA,CABASCANGO CABASCANGO LUIS ALFREDO,CABINAS LUCHO,CNB,PRINCIPAL,"PRINCIPAL, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO PICHINCHA,VALENCIA TABANGO JULIO MIGUEL,CYBER PAPELERIA JULITO,CNB,JUAN MONTALVO,"JUAN MONTALVO, OTAVALO",EC,IMBABURA,-78.2634152,0.2259339
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,ESPIN JARAMILLO ANA LUCIA,JARDIN DEL CAJAS,CNB,LA Y DE CAJAS - EN LA GASOLINERA DE CAJA,"LA Y DE CAJAS - EN LA GASOLINERA DE CAJA, OTAVALO",EC,IMBABURA,-78.2640608,0.2194739
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,CACHIMUEL ISAMA LUZ MARIA,BAZAR Y PAPELERIA CACHIMUEL,CNB,CALLE PRINCIPAL - COMUNIDAD 4 ESQUINAS -,"CALLE PRINCIPAL - COMUNIDAD 4 ESQUINAS -, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,CRIOLLO TOCAGON JOSE MOISES,BAZAR Y PAPELERIA JOE´S TECH,CNB,CALLE PRINCIPAL – HUAYCOPUNGO,"CALLE PRINCIPAL – HUAYCOPUNGO, OTAVALO",EC,IMBABURA,-78.2615355,0.2285008
1,IMBABURA,OTAVALO,GONZÁLEZ SUÁREZ,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,GONZALES SUAREZ,COAC,Gran Colombia la Y de Gonzalez Suarez,"Gran Colombia la Y de Gonzalez Suarez, OTAVALO",EC,IMBABURA,-78.2028686,0.1813106
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,MALDONADO CACUANGO LUZMILA NE,VIVERES MILENA,CNB,ABDON CALDERON,"ABDON CALDERON, OTAVALO",EC,IMBABURA,-78.2635517,0.2271647
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,TERAN PINEDA NANCY PIEDAD,CYBER CHUKITOS N/B,CNB,VIRGILIO CHAVEZ,"VIRGILIO CHAVEZ, OTAVALO",EC,IMBABURA,-78.2543833,0.2400956
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,VILLEGAS BURBANO GABRIELA LISETH,CABINAS/VIVERES,CNB,BOLIVAR,"BOLIVAR, OTAVALO",EC,IMBABURA,-78.2639945,0.2258347
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,PINZA ANRRANGO FRANKLIN FERNANDO,MARC CYBER,CNB,ATAHUALPA,"ATAHUALPA, OTAVALO",EC,IMBABURA,-78.259185,0.2288196
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,OROZCO VILLAMARIN ANA MARIA,FARMACIA SANTA MARIANITA,CNB,JUAN MONTALVO,"JUAN MONTALVO, OTAVALO",EC,IMBABURA,-78.2634152,0.2259339
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,VILLAMARIN CARRASCAL MARIA DEL CARMEN,FARMACIAS “SANTA MARIANITA 1”,CNB,JUAN MONTALVO Y ROCA,"JUAN MONTALVO Y ROCA, OTAVALO",EC,IMBABURA,-78.2629293,0.2249835
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,REMACHE AYME MANUEL RICARDO,COMERCIAL UBEMAR,CNB,RUMIÑAHUY - BARRIO CENTRAL - CARABUELA,"RUMIÑAHUY - BARRIO CENTRAL - CARABUELA, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,AYALA CAJAS MARCIA VIVIANA,VIVERES MARTIN,CNB,ESTEVAN PERALTA Y MARCELO TALAPO - CDLA.,"ESTEVAN PERALTA Y MARCELO TALAPO - CDLA., OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,LOZA RUIZ DIEGO PATRICIO,SU FARMACIA MARIA SOL 2,CNB,ROCA Y GARCIA MORENO DIAGONAL A LA ESCUE,"ROCA Y GARCIA MORENO DIAGONAL A LA ESCUE, OTAVALO",EC,IMBABURA,-78.2630191,0.2246807
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BARAHONA DEL CASTILLO PATRICIA MARIBEL,VIVERES ANYLÚ,CNB,PEDRO DE LA REINA Y JUAN DE CARVAJAL – C,"PEDRO DE LA REINA Y JUAN DE CARVAJAL – C, OTAVALO",EC,IMBABURA,-78.2574499,0.2402854
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MALDONADO RUIZ LUZ MARINA,THE BOOK MARKET,CNB,ROCA Y GARCIA MORENO,"ROCA Y GARCIA MORENO, OTAVALO",EC,IMBABURA,-78.26322590000001,0.2246768
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN # 1,CNB,ATAHUALPA Y QUITO,"ATAHUALPA Y QUITO, OTAVALO",EC,IMBABURA,-78.2589016,0.2291651
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN # 4,CNB,ATAHUALPA Y QUITO,"ATAHUALPA Y QUITO, OTAVALO",EC,IMBABURA,-78.2589016,0.2291651
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,JARAMILLO NAULA LUCIA DE LAS MERCEDES,IVANET,CNB,ATAHUALPA Y ESTEVEZ MORA (ESQUINA),"ATAHUALPA Y ESTEVEZ MORA (ESQUINA), OTAVALO",EC,IMBABURA,-78.264817,0.2206006
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ORBE SIGUENCIA JENIFER DEL CARMEN,MINIMARKET HOP’S,CNB,AV. PAZ PONCE DE LEON Y SUCRE – PAN. NOR,"AV. PAZ PONCE DE LEON Y SUCRE – PAN. NOR, OTAVALO",EC,IMBABURA,-65.2592128,-19.035345
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MONGE CUEVA MARIA DE LAS MERCEDES,MONJE’S COPI NET,CNB,CORAZAS 433 Y JUAN ALVARRACIN – CDLA. IM,"CORAZAS 433 Y JUAN ALVARRACIN – CDLA. IM, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MAIGUA PERUGACHI FRANKLIN,Y! MAS CYBER CAFÉ,CNB,AV. LUIS ENRIQUEZ CISNEROS Y PANAMERICAN,"AV. LUIS ENRIQUEZ CISNEROS Y PANAMERICAN, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MUENALA LEMA GUADALUPE DEL CONSUELO,K Y N NOVEDADES,CNB,BOLIVAR 1305 Y QUITO – SAN SEBASTIAN,"BOLIVAR 1305 Y QUITO – SAN SEBASTIAN, OTAVALO",EC,IMBABURA,-78.4678382,-0.1806532
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ARELLANO CASTRO DANIELA SALOME,SU FARMACIA SAN JORGE,CNB,ESTEBAN PERALTA I3P-368 Y MARIANO OYAGAT,"ESTEBAN PERALTA I3P-368 Y MARIANO OYAGAT, OTAVALO",EC,IMBABURA,-78.2537684,0.2459282
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN 3,CNB,GALLO DE LA PEÑA V4P-228 Y CONDOR –J. CO,"GALLO DE LA PEÑA V4P-228 Y CONDOR –J. CO, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ARELLANO CASTRO DANIELA SALOME,DANNYELA'S INTERIORES Y MEDIAS,CNB,SUCRE ENTRE PANAMERICANA Y LOS OBRAJES,"SUCRE ENTRE PANAMERICANA Y LOS OBRAJES, OTAVALO",EC,IMBABURA,-78.26060129999999,0.2346517
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,NAVARRETE SANABRIA CLAUDIA VERONICA,COPIAS E INTERNET,CNB,MANUEL ANDRADE C3 1 LUIS GARZÓN,"MANUEL ANDRADE C3 1 LUIS GARZÓN, OTAVALO",EC,IMBABURA,-78.2517092,0.2404919
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,VALENCIA BONILLA INTI DAVID,VALENCIA WESTERN UNION,CNB,SALINAS 503 SUCRE,"SALINAS 503 SUCRE, OTAVALO",EC,IMBABURA,-121.6555013,36.6777372
1,IMBABURA,OTAVALO,JORDÁN,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,OTAVALO,COAC,QUITO,"QUITO, OTAVALO",EC,IMBABURA,-78.4780952,-0.2012255
1,IMBABURA,OTAVALO,JORDÁN,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-OTAVALO,BANCA PÚBLICA,CALLE JUAN MONTALVO 476 Y BOLIVAR,"CALLE JUAN MONTALVO 476 Y BOLIVAR, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,JORDÁN,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,Otavalo,COAC,Juan Montalvo,"Juan Montalvo, OTAVALO",EC,IMBABURA,-78.2634152,0.2259339
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,PERUGACHI LANCHIMBA JUAN LIZANDRO,CNB PASAJE COMERCIAL,CNB,MORALES,"MORALES, OTAVALO",EC,IMBABURA,-78.26285179999999,0.2279825
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,CHUQUIN BURGA SEGUNDO,CNB BOUTIQUE ULISES,CNB,SUCRE,"SUCRE, OTAVALO",EC,IMBABURA,-78.2626282,0.2283657
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,MORA SALVADOR FRANCISCO XAVIER,CNB PAPILIOS,CNB,SUCRE,"SUCRE, OTAVALO",EC,IMBABURA,-78.2626282,0.2283657
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,MALDONADO CACUANGO LUZMILA,CNB VIVERES MILENA,CNB,ABDON CALDERON,"ABDON CALDERON, OTAVALO",EC,IMBABURA,-78.2635517,0.2271647
1,IMBABURA,OTAVALO,OTAVALO,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO PIJAL,COOPERATIVA DE AHORRO Y CREDITO PIJAL,CAYAMBE,COAC,CANT�N OTAVALO CALLE JUAN MONTALVO Y GRAN COLOMBIA S/N,"CANT�N OTAVALO CALLE JUAN MONTALVO Y GRAN COLOMBIA S/N, OTAVALO",EC,IMBABURA,-78.20446179999999,0.1787262
1,IMBABURA,OTAVALO,OTAVALO,Financoop,COAC DE IMBABURA AMAZONAS,COAC DE IMBABURA AMAZONAS,MERCADO MUNICIPAL,COAC,AV. LUIS LEORO FRANCO,"AV. LUIS LEORO FRANCO, OTAVALO",EC,IMBABURA,-78.21147719999999,0.33505
1,IMBABURA,OTAVALO,OTAVALO,Financoop,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,OTAVALO,COAC,PIEDRAHITA 4-51 ENTRE BOLIVAR Y ROCA,"PIEDRAHITA 4-51 ENTRE BOLIVAR Y ROCA, OTAVALO",EC,IMBABURA,-78.263961,0.224019
1,IMBABURA,OTAVALO,OTAVALO,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,IBARRA-OTAVALO,BANCA PRIVADA,GARCÍA MORENO 4-86 Y BOLIVAR ESQUINA,"GARCÍA MORENO 4-86 Y BOLIVAR ESQUINA, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC INDIGENA SAC PELILEO,COAC INDIGENA SAC PELILEO,OTAVALO,COAC,Manuel Quiroga entre Bolivar y Sucre,"Manuel Quiroga entre Bolivar y Sucre, OTAVALO",EC,IMBABURA,-65.2592128,-19.035345
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,MUTUALISTA IMBABURA,MUTUALISTA IMBABURA,Agencia Otavalo,MUTUALISTA,Abdon Calderon junto Andinatel,"Abdon Calderon junto Andinatel, OTAVALO",EC,IMBABURA,-78.2635517,0.2271647
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC ACCION IMBABURAPAK CAR IMBABURA,COAC ACCION IMBABURAPAK CAR IMBABURA,OTAVALO,COAC,SUCRE ENTRE CRISTOBAL COLON Y JUAN DE DIOS MORALES,"SUCRE ENTRE CRISTOBAL COLON Y JUAN DE DIOS MORALES, OTAVALO",EC,IMBABURA,-78.2632508,0.229194
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00100  OTAVALO,BANCA PRIVADA,ABDON CALDERON 306 Y BOLIVAR,"ABDON CALDERON 306 Y BOLIVAR, OTAVALO",EC,IMBABURA,-78.26271229999999,0.226454
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,0091  OTAVALO,BANCA PRIVADA,SUCRE Y PANAMERICANA NORTE,"SUCRE Y PANAMERICANA NORTE, OTAVALO",EC,IMBABURA,-78.2702145,0.2220368
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00124 LOS PONCHOS,BANCA PRIVADA,SUCRE 1413 ENTRE QUITO Y QUIROGA,"SUCRE 1413 ENTRE QUITO Y QUIROGA, OTAVALO",EC,IMBABURA,-78.50851469999999,-0.2263013
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00023 SUC  OTAVALO,BANCA PRIVADA,BOLIVAR 614 Y GARCIA MORENO,"BOLIVAR 614 Y GARCIA MORENO, OTAVALO",EC,IMBABURA,-78.263971,0.2248827
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00235 AG EL JORDAN BCM,BANCA PRIVADA,MODESTO JARAMILLO 314 Y ABDON CALDERON,"MODESTO JARAMILLO 314 Y ABDON CALDERON, OTAVALO",EC,IMBABURA,-78.26372099999999,0.2284824
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,DE LA CRUZ TOCAGON MARIA CARMEN,CNB BOTIQUIN CENTRO PIJAL,CNB,CENTRO PIJAL,"CENTRO PIJAL, OTAVALO",EC,IMBABURA,-78.2545365,0.2444655
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,VINUEZA VARGAS MIRIAM MAGDALENA,VIVERES DONA ELVITA,CNB,BARRIO PUNYARO ALTO - OSWALDO GUAYASAMIN,"BARRIO PUNYARO ALTO - OSWALDO GUAYASAMIN, OTAVALO",EC,IMBABURA,-78.2683278,0.2207751
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,VILLEGAS BURBANO GABRIELA LISETH,VIVERES NAYELI,CNB,BOLIVAR Y A. UBIDIA 1-2 T16839 1 L2 FREN,"BOLIVAR Y A. UBIDIA 1-2 T16839 1 L2 FREN, OTAVALO",EC,IMBABURA,-78.2610672,0.2343005
